id	name	cat	url	path	dir	cat_url	ord	code1	code2	code3	dlina	prim	prim2	price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	img_path	img1	img2	img3	img4	img5	desc	Comment	par1	text1	par2	text2	par3	text3	par4	text4	par5	text5	par6	text6	par7	text7	par8	text8	par9	text9	par10	text10	par11	text11	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
1435	Вал карданный 	ЛИАЗ	kardan_5256-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010			660			13 630	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	12500	Макс. крутящий момент без разрушения, Н•м	18000	Внутренний диаметр и толщина стенки трубы, мм	94 х 4	Диаметр окружности описанной элементами шарнира, мм	220	Угол поворота в шарнире 1, °	28	Угол поворота в шарнире 2, °	28	Масса, кг	30	Длина в полностью сжатом положении, мм	660	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,66	30
1437	Вал карданный 	ЛИАЗ	kardan_52523-2201010-02	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52523-2201010-02			935			13 760	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	5270-02-2201010	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,94	32
1439	Вал карданный 	ЛИАЗ	kardan_5256-2201010-20	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-20			720			13 550	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.6	Длина в полностью сжатом положении, мм	720	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	5256-2201011-60	Фланец	500-2201049-А	Крестовина	53205-2201025-01							0.25	0.25	0,72	29.6
1441	Вал карданный 	ЛИАЗ	kardan_5256-2201010-21	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-21			720	ЛиАЗ, Волжанин		14 280	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	29	Длина в полностью сжатом положении, мм	720	Рабочий ход в шлицевой паре, мм	83	Аналог вала №	5256-2201011-60	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,72	29
1443	Вал карданный 	ЛИАЗ	kardan_5256-2201010-30	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-30			740	Волжанин, ЛиАЗ,ЛиАЗ-5256		14 490	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.8	Длина в полностью сжатом положении, мм	740	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	5256-2201011-60	Фланец	500-2201049-А	Крестовина	53205-2201025-01							0.25	0.25	0,74	29.8
1445	Вал карданный 	ЛИАЗ	kardan_5256-2201010-10	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-10			750			13 550	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.9	Длина в полностью сжатом положении, мм	750	Рабочий ход в шлицевой паре, мм	60	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,75	29.9
1447	Вал карданный привода заднего моста автобусов ЛиАЗ	ЛИАЗ	kardan_5256-2201010-60	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-60			722	ЛиАЗ, ЛиАЗ-5256.30, ЛиАЗ-5256.33, ЛиАЗ-5256.40		14 810	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	31.2	Длина в полностью сжатом положении, мм	722	Рабочий ход в шлицевой паре, мм	83	Аналог вала №	5256-2201011-21	Фланец	500-2201049-А	Крестовина	53205-2201025-01							0.25	0.25	0,73	31.2
1449	Вал карданный привода заднего моста автобусов ЛиАЗ	ЛИАЗ	kardan_5256-2201010-70	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-70			685	ЛиАЗ, ЛиАЗ-5256.25, ЛиАЗ-5256.30, ЛиАЗ-5256.40, ЛиАЗ-5256.43		13 550	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	30	Длина в полностью сжатом положении, мм	685	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,69	30
1451	Вал карданный 	ЛИАЗ	kardan_5256-2201010-80	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-80			652			12 180	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.7	Длина в полностью сжатом положении, мм	652	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,66	29.7
1453	Вал карданный автобусов ЛиАЗ	ЛИАЗ	kardan_5256-2201010-50	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-50			757	ЛиАЗ, ЛиАЗ-5256.30		13 550	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	31.5	Длина в полностью сжатом положении, мм	757	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,76	31.5
1455	Вал карданный 	ЛИАЗ	kardan_5256-2201010-90	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201010-90			612			12 180	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.5	Длина в полностью сжатом положении, мм	612	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,62	29.5
1457	Вал карданный 	ЛИАЗ	kardan_5256-2201011-60	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256-2201011-60			720			16 380	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	720	Рабочий ход в шлицевой паре, мм	83	Фланец	4*13*130	Крестовина	53205-2201025											0.25	0.25	0,72	32
1459	Вал карданный 	ЛИАЗ	kardan_52565-2201010-10	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52565-2201010-10			685			14 280	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.3	Длина в полностью сжатом положении, мм	685	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	52565-2201010-10. -11. -70	Фланец	500-2201049-А	Крестовина	53205-2201025-01							0.25	0.25	0,69	29.3
1461	Вал карданный 	ЛИАЗ	kardan_52565-2201010-70	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52565-2201010-70			685			14 700	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	29	Длина в полностью сжатом положении, мм	685	Рабочий ход в шлицевой паре, мм	83	Аналог вала №	52565-2201010. -10. -11	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,69	29
1463	Вал карданный 	ЛИАЗ	kardan_52569-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52569-2201010			780			14 810	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	30.1	Длина в полностью сжатом положении, мм	780	Рабочий ход в шлицевой паре, мм	60	Фланец	500-2201049-А	Крестовина	53205-2201025-01									0.25	0.25	0,78	30.1
1465	Вал карданный привода заднего моста автобусов ЛиАЗ	ЛИАЗ	kardan_52565-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52565-2201010			685	ЛиАЗ, ЛиАЗ-5256		12 600	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	29	Длина в полностью сжатом положении, мм	685	Рабочий ход в шлицевой паре, мм	83	Аналог вала №	52565-2201010-10. -11. -70	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,69	29
1467	Вал карданный ЛиАЗ	ЛИАЗ	kardan_5270.02-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5270.02-2201010			935			14 600	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Крестовина	131-2205025-03	Опора	500-2201049-А									0.25	0.25	0,94	32
1469	Вал карданный 	ЛИАЗ	kardan_52565-2201010-11	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		52565-2201010-11			685			12 500	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	29	Длина в полностью сжатом положении, мм	685	Рабочий ход в шлицевой паре, мм	83	Аналог вала №	52565-2201010. -10. -70	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,69	29
1471	Вал карданный 	ЛИАЗ	kardan_5256a-2201011-60d	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5256А-2201011-60Д			722			18 900	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	30	Длина в полностью сжатом положении, мм	722	Рабочий ход в шлицевой паре, мм	120	Фланец	4*13*130	Крестовина	53205-2201025											0.25	0.25	0,73	30
1473	Вал карданный 	ЛИАЗ	kardan_5270-02-2201010-01	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5270-02-2201010-01			935			14 490	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Фланец	8*10.1*155*175	Крестовина	5320-2205025											0.25	0.25	0,94	32
1475	Вал карданный автобусов ЛиАЗ	ЛИАЗ	kardan_5270.02-2201010-01	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5270.02-2201010-01			935	ЛиАЗ, ЛиАЗ-5270.02		14 600	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	32.5	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Крестовина	131-2205025-03	Опора	500-2201049-А									0.25	0.25	0,94	32.5
1477	Вал карданный 	ЛИАЗ	kardan_5270-02-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5270-02-2201010			935			14 490	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Фланец	8*10.1*155*175	Крестовина	5320-2205025											0.25	0.25	0,94	32
1479	Вал карданный 	ЛИАЗ	kardan_5270-02-2201010-02	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		5270-02-2201010-02			935			14 600	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	935	Рабочий ход в шлицевой паре, мм	60	Аналог вала №	5270-02-2201010-02	Фланец	8*10.1*155*175	Крестовина	5320-2205025									0.25	0.25	0,94	32
1481	Вал карданный 	ЛИАЗ	kardan_6212-2205010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		6212-2205010			679			14 910	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	679	Рабочий ход в шлицевой паре, мм	60	Крестовина	131-2205025-03													0.25	0.25	0,68	32
1483	Вал карданный 	ЛИАЗ	kardan_529220-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		529220-2201010			985			17 430	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	28	Масса, кг	35	Длина в полностью сжатом положении, мм	985	Рабочий ход в шлицевой паре, мм	120	Фланец	4*13*130 евро	Крестовина	53205-2201025									0.25	0.25	0,99	35
1485	Вал карданный 	ЛИАЗ	kardan_6212-2205010-70	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		6212-2205010-70			688			17 010	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Масса, кг	40.7	Длина в полностью сжатом положении, мм	688	Рабочий ход в шлицевой паре, мм	85	Фланец	4*15*150 и 8*10.2*155	Крестовина	53205-2205025																					0.245	0.245	0,69	40.7
1487	Вал карданный 	ЛИАЗ	kardan_aksm-101-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		АКСМ 101-2201010			786			17 330	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	12500	Макс. крутящий момент без разрушения, Н•м	18000	Внутренний диаметр и толщина стенки трубы, мм	94 х 4	Масса, кг	42	Длина в полностью сжатом положении, мм	786	Рабочий ход в шлицевой паре, мм	100	Фланец	7555Е-2208049	Крестовина	4310-2205025															0.245	0.245	0,79	42
1489	Вал карданный 	ЛИАЗ	kardan_6271-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		6271-2201010			987			16 380	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	175	Диаметр окружности описанной элементами шарнира, мм	24	Угол поворота в шарнире 1, °	24	Масса, кг	32	Длина в полностью сжатом положении, мм	987	Рабочий ход в шлицевой паре, мм	120	Фланец	4*13*130	Крестовина	53205-2201025											0.25	0.25	0,99	32
1491	Вал карданный 	ЛИАЗ	kardan_aksm-321-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		АКСМ 321-2201010			880			26 250	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	aksm-321-2201010.jpg							Макс. крутящий момент без деформации, Н•м	8000	Макс. крутящий момент без разрушения, Н•м	10000	Внутренний диаметр и толщина стенки трубы, мм	82х4	Угол поворота в шарнире 1, °	28	Угол поворота в шарнире 2, °	28	Масса, кг	26	Длина в полностью сжатом положении, мм	880	Рабочий ход в шлицевой паре, мм	120	Фланец	два разных	Крестовина	две разные											0.245	0.245	0,88	26
1493	Вал карданный 	ЛИАЗ	kardan_aksm-2201010	/kardanyi_valy/catalog/liaz/	/kardanyi_valy/catalog/liaz/	liaz		АКСМ 2201010			840			26 250	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	aksm-2201010.jpg							Макс. крутящий момент без деформации, Н•м	12500	Макс. крутящий момент без разрушения, Н•м	18000	Внутренний диаметр и толщина стенки трубы, мм	94х4	Масса, кг	26	Длина в полностью сжатом положении, мм	840	Рабочий ход в шлицевой паре, мм	120	Аналог вала №	5280-2201010																	0.245	0.245	0,84	26
1495	Вал карданный 	ЛАЗ	kardan_42022-2201010	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		42022-2201010			720			13 970	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82x3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.7	Длина в полностью сжатом положении, мм	720	Рабочий ход в шлицевой паре, мм	80	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,72	29.7
1497	Вал карданный 	ЛАЗ	kardan_4202-2201010-01	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		4202-2201010-01			565			13 230	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82x3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	28.5	Длина в полностью сжатом положении, мм	565	Рабочий ход в шлицевой паре, мм	58	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,57	28.5
1499	Вал карданный 	ЛАЗ	kardan_4207-2201010	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		4207-2201010			597			12 600	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82x3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	17	Масса, кг	28	Длина в полностью сжатом положении, мм	597	Рабочий ход в шлицевой паре, мм	83	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,6	28
1501	Вал карданный 	ЛАЗ	kardan_42022-2201010-10	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		42022-2201010-10			661			13 860	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82x3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	29.3	Длина в полностью сжатом положении, мм	661	Рабочий ход в шлицевой паре, мм	80	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,67	29.3
1503	Вал карданный 	ЛАЗ	kardan_695e-2201010-30	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		695Е-2201010-30			590			7 460	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	4510	Макс. крутящий момент без разрушения, Н•м	5880	Внутренний диаметр и толщина стенки трубы, мм	71хЗ	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	Масса, кг	18.6	Длина в полностью сжатом положении, мм	590	Рабочий ход в шлицевой паре, мм	90	Аналог вала №	ЭО-3323А.71.00.600-40. ЭО-3322Б.70.60.200	Фланец	4*14*120	Крестовина	5320-2201025							0.2	0.2	0,59	18.6
1505	Вал карданный 	ЛАЗ	kardan_699n-2201010-21	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		699Н-2201010-21			620			11 550	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82х3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	28	Длина в полностью сжатом положении, мм	620	Рабочий ход в шлицевой паре, мм	58	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,62	28
1507	Вал карданный 	ЛАЗ	kardan_695e-2201010-40	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		695Е-2201010-40			590			7 460	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	4510	Макс. крутящий момент без разрушения, Н•м	5880	Внутренний диаметр и толщина стенки трубы, мм	71 хЗ	Диаметр окружности описанной элементами шарнира, мм	160	Угол поворота в шарнире 1, °	22	Угол поворота в шарнире 2, °	22	Масса, кг	18.6	Длина в полностью сжатом положении, мм	590	Рабочий ход в шлицевой паре, мм	90	Фланец	695Н-220102 3	Крестовина	130-2201025-02									0.2	0.2	0,59	18.6
1509	Вал карданный 	ЛАЗ	kardan_699rd-2201010	/kardanyi_valy/catalog/laz/	/kardanyi_valy/catalog/laz/	laz		699РД-2201010			554			13 760	завод 'Иннова' Н.Челны							/kardanyi_valy/img/kamkardan/	noimage.gif							Макс. крутящий момент без деформации, Н•м	5500	Макс. крутящий момент без разрушения, Н•м	8500	Внутренний диаметр и толщина стенки трубы, мм	82х3.5	Диаметр окружности описанной элементами шарнира, мм	175	Угол поворота в шарнире 1, °	24	Угол поворота в шарнире 2, °	24	Масса, кг	28.5	Длина в полностью сжатом положении, мм	554	Рабочий ход в шлицевой паре, мм	77	Фланец	500-2201049-А	Крестовина	131-2205025-03									0.2	0.2	0,56	28.5
