id	name	dlina	code1	tt		price1	price1_name	price2	price2_name	price3	price3_name	price4	price4_name	cat	url	path	cat_url	ord	code2	code3	analog	prim	prim2	mesto1	mesto2	img_path	img1	img2	img3	img4	img5	desc	Comment	flanec_type	flanec_code	otv	D_po_centram_otv	D_vneshnyi	burt	truba	krest	krest_code	krest_D	krest_dlina	moment	max_moment	ugol		max_dlina	hod	do_krest	chastota_vrasch	D_vnesh	ot_torca	Осевой ход опоры	par12	text12	par13	text13	par14	text14	par15	text15	w	h	l	m
109	Вал карданный КамАЗ, заднего моста L=701	701	45104-2201001-90					28 050	К-Сервис, Н.Челны	33 300	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2201001-90_l-701-mm	/kardanyi_valy/catalog/kamaz/			RS.93640.01.02	0687400200516/0044	6520-2201011-11			заднего моста		/kardanyi_valy/img/kamkardan/	kamaz-7011.jpg					меж/осевой 6520		евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	0.71	40.2
111	Вал карданный КамАЗ, заднего моста L=1589	1589	45104-2201003-90					39 050	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2201003-90_l-1589-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.59	61.4
113	Вал карданный КамАЗ, заднего моста L=1935	1935	45104-2201004-90											КАМАЗ	kardan-kamaz-45104-2201004-90_l-1935-mm	/kardanyi_valy/catalog/kamaz/								заднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.94	67
115	Карданная передача КамАЗ, L=1560	1560	45104-2201006-90					39 050	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2201006-90_l-1560-mm	/kardanyi_valy/catalog/kamaz/					45104220100690		(8х8, мосты 43118, РК65111)			/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg					РК 6350 (с подвес.подш)		евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	1.56	60.9
117	Вал карданный КамАЗ, L=477	477	45104-2202003-90					43 450	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2202003-90_l-477-mm	/kardanyi_valy/catalog/kamaz/			SC.93665.02.02	9687650300528/0001; 9687550300502/0008	L479мм: 45104-2202010-90				от КПП до РК	/kardanyi_valy/img/kamkardan/	45104-2202003-90882.jpg					РК 6522		евро с торц.шлицами, большой, T180		Ø15х4	150				57 х 152				25000		15˚			87	100 мм	2000 об/мин	не более 174 мм (обточено)											0.245	0.245	0.48	38.5
119	Вал карданный КамАЗ, L=477	477	45104-2202003-9188					43 450	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2202003-9188_l-477-mm	/kardanyi_valy/catalog/kamaz/			SC.93665.02.02	GWB-0687400200516/0701; 9687650300528/0001		КАМАЗ-6522	КАМАЗ-6522 от КПП к РКП			/kardanyi_valy/img/kamkardan/	45104-2202003-9088.jpg																																					0.245	0.245	0.48	35
121	Вал карданный КамАЗ, среднего моста L=850	850	45104-2205002-90					34 650	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205002-90_l-850-mm	/kardanyi_valy/catalog/kamaz/					6460-93655.06.02			среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	0.85	49.4
123	Вал карданный КамАЗ, среднего моста L=1425	1425	45104-2205003-90					39 050	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205003-90_l-1425-mm	/kardanyi_valy/catalog/kamaz/					6520-2205011-11	КАМАЗ-65225		среднего моста	от РК до ср.моста	/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.43	58.7
125	Вал карданный КамАЗ, среднего моста L=1922	1922	45104-2205007-90					43 450	К-Сервис, Н.Челны	49 163	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205007-90_l-1922-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.93	66.8
127	Вал карданный КамАЗ, среднего моста L=1408	1408	45104-2205011-90											КАМАЗ	kardan-kamaz-45104-2205011-90_l-1408-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.41	58.4
129	Вал карданный КамАЗ, среднего моста L=1752	1752	45104-2205012-90											КАМАЗ	kardan-kamaz-45104-2205012-90_l-1752-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.76	64
131	Вал карданный КамАЗ, среднего моста L=604	604	45104-2205013-90					37 950	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205013-90_l-604-mm	/kardanyi_valy/catalog/kamaz/			SC.93655.01.02					среднего моста		/kardanyi_valy/img/kamkardan/	noimage.gif																																					0.245	0.245	0.61	
133	Вал карданный КамАЗ, среднего моста L=1064	1064	45104-2205014-90											КАМАЗ	kardan-kamaz-45104-2205014-90_l-1064-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	01.07	52.8
135	Вал карданный КамАЗ, среднего моста L=1503	1503	45104-2205015-90											КАМАЗ	kardan-kamaz-45104-2205015-90_l-1503-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.51	60
137	Вал карданный КамАЗ, среднего моста L=1344	1344	45104-2205016-90											КАМАЗ	kardan-kamaz-45104-2205016-90_l-1344-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.35	57.3
139	Вал карданный КамАЗ, среднего моста L=1476	1476	45104-2205017-90											КАМАЗ	kardan-kamaz-45104-2205017-90_l-1476-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.48	59.5
141	Вал карданный КамАЗ, среднего моста L=850	850	45104-2205020-90					34 650	К-Сервис, Н.Челны	43 263	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205020-90_l-850-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	4326-2201011_1565_.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.2	0.2	0.85	49.4
143	Вал карданный КамАЗ, среднего моста L=590	590	45104-2205035-90					36 850	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-45104-2205035-90_l-590-mm	/kardanyi_valy/catalog/kamaz/				9687600100514/0001		КАМАЗ-65225		среднего моста	от РК до ср.моста	/kardanyi_valy/img/kamkardan/	81.39324-6064-640_12.jpg																																					0.245	0.245	0.59	22
145	Вал карданный КамАЗ, среднего моста L=1330	1330	45104-2205043-90											КАМАЗ	kardan-kamaz-45104-2205043-90_l-1330-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										евро с торц.шлицами, большой, T180		Ø15х4	150			105 х 6	57 х 152				25000		35˚		2200 мм	130	100 мм	2000 об/мин	не более 184 мм											0.245	0.245	1.33	57.1
147	Вал карданный КамАЗ, заднего моста L=950	950	49112-2201011-10											КАМАЗ	kardan-kamaz-49112-2201011-10_l-950-mm	/kardanyi_valy/catalog/kamaz/								заднего моста																																								0.245	0.245	0.95	
149	Вал карданный КамАЗ, заднего моста L=948	948	4925-2201011					20 900	К-Сервис, Н.Челны	24 538	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-4925-2201011_l-948-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-4925 (коммунальные шасси)		заднего моста		/kardanyi_valy/img/kamkardan/	4310-2205011-03_727_.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	0.95	40.1
151	Вал карданный КамАЗ, среднего моста L=805	805	4Э6350-2205011-99											КАМАЗ	kardan-kamaz-4e6350-2205011-99_l-805-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.25	0.25	0.81	
153	Вал карданный КамАЗ, среднего моста L=1660	1660	4Э6540-2205011											КАМАЗ	kardan-kamaz-4e6540-2205011_l-1660-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.25	0.25	1.66	
155	Вал карданный КамАЗ, заднего моста L=661	661	5297-2201011-20					22 550	К-Сервис, Н.Челны	33 300	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5297-2201011-20_l-661-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65115	65115(КПП-ZF9S, двигатель CUMMINS ISC)	заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10_709_.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	0.67	39.8
157	Вал карданный КамАЗ, заднего моста L=724	724	5320-2201011-01					7 700	К-Сервис, Н.Челны	11 688	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2201011-01_l-724-mm	/kardanyi_valy/catalog/kamaz/					5320-2201011 (-03)	КамАЗ-4208, -4310, -43101, -43105, -43106, -43118 (до 2001г-), -5320, -532007, -53202, -53212, -532121, -532126, -532127, -53213, -532137, -53215 (до 2001г-), -53228, -53229, -5410, -54112, -54118, -55102, -5511, -55111, -55118, -5513, -6350 (до 2001г-), -65111, -6540	КамАЗ-5320, -532007, -53202, -53208, -53212 (бортовой ,автомобиль-тягач), -53213 (длиннобазное шасси 6х4), -53215 (до 2001 г.), -53228 (автомобиль шасси 6х6), -53229, КамАЗ -5410 (седельный тягач), КамАЗ -54112 (седельный тягач 6х4), КамАЗ -54118 (седельный тягач 6х4), КамАЗ -55102 (сельскохоз.самосвал), КамАЗ -5511, -55111, -55118 (самосвал 6х4), КамАЗ -5513 (автомобиль 6х4), КамАЗ -4310, -4301, -43105, -43106, КамАЗ -43118 (до 2001 г.), КамАЗ -4510 (полноприводный самосвал), КамАЗ -4208 (вахтовка), КамАЗ -6350 (до 2001 г.), КамАЗ -65111, КамАЗ -6540	заднего моста		/kardanyi_valy/img/kamkardan/	5320-2201011-01_724_1.jpg					меж/осевой стар.обр.		квадратный, гладкий		Ø14x4	120		Ø95х2,5	82x3	39x118				5000		35˚		2070 мм	125	78 мм	2000 об/мин	не более 142 мм											0.2	0.2	0.73	21.4
159	Вал карданный КамАЗ, заднего моста L=724	724	5320-2201011-02					7 700	К-Сервис, Н.Челны	11 688	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2201011-02_l-724-mm	/kardanyi_valy/catalog/kamaz/						КамАЗ-4208 (вахтовка), -4310, -43101, -43105, -43106, -43118 (до 2001г-), -5320, -532007, -53202, -53212, -532121, -532126, -532127, -53213, -532137, -53215 (до 2001г-), -53228, -53229, -5410, -54112, -54118, -55102, -5511, -55111, -55118, -5513, -6350 (до 2001г-), -65111, -6540		заднего моста		/kardanyi_valy/img/kamkardan/	5320-2201011-kamaz.jpg									Ø14x4	120			19,8		5320-2201025			5200	5880	144			144														0.245	0.245	0.73	19.8
161	Вал карданный КамАЗ, среднего моста L=973	973	5320-2205011											КАМАЗ	kardan-kamaz-5320-2205011_l-973-mm	/kardanyi_valy/catalog/kamaz/								среднего моста										квадратный, гладкий		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.245	0.245	0.98	34.8
163	Вал карданный КамАЗ, среднего моста L=983	983	5320-2205011-03					9 350	К-Сервис, Н.Челны	20 213	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2205011-03_l-983-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-5320, 53208		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	5320-2205011-03_983_.jpg							квадратный, гладкий, большой		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.2	0.2	0.99	34.9
165	Вал карданный КамАЗ, среднего моста L=990	990	5320-2205011-33					9 900	К-Сервис, Н.Челны	20 213	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2205011-33_l-990-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-5320, -532007 (тропическое исполнение), -53202 (база 3690), -53208- (под 4310-й мост)-		среднего моста		/kardanyi_valy/img/kamkardan/	4310-2205011-03_727_.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	0.99	40.5
167	Вал карданный КамАЗ, среднего моста L=990	990	5320-2205011-34											КАМАЗ	kardan-kamaz-5320-2205011-34_l-990-mm	/kardanyi_valy/catalog/kamaz/								среднего моста																																								0.25	0.25	0.99	
169	Вал карданный КамАЗ, среднего моста L=1162	1162	5320-2205011-40					9 900	К-Сервис, Н.Челны	20 600	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2205011-40_l-1162-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-5320 (КПП-5 ступ-), привода переднего моста 42111 (вахтовка), -4326 (бортовой внедорожник 4x4), -4350 (Мустанг, военный 4x4)		среднего моста		/kardanyi_valy/img/kamkardan/	5320-2205011-41_1.jpg							квадратный, гладкий		Ø16,1x4	140		Ø95х2,5	82x4	52x133				10000		25˚		2070 мм	125	78 мм	2000 об/мин	не более 161 мм											0.245	0.245	1.17	36.4
171	Вал карданный КамАЗ, среднего моста L=1162	1162	5320-2205011-41					19 250	К-Сервис, Н.Челны	20 213	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-2205011-41_l-1162-mm	/kardanyi_valy/catalog/kamaz/					5320-2205011-40	КамАЗ, КамАЗ-5320, КамАЗ-4326, КамАЗ-42111, КамАЗ-4350		среднего моста		/kardanyi_valy/img/kamkardan/	5320-2205011-41_1.jpg							квадратный, гладкий		Ø16,1x4	140		Ø95х2,5	82x4	52x133	5320-2205025			10000	9000	25˚		2070 мм	136	78 мм	2000 об/мин	не более 161 мм											0.245	0.245	1.17	36.4
173	Вал карданный КамАЗ, рулевого управления L=410	410	5320-3422010					3 630	К-Сервис, Н.Челны	4 125	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-5320-3422010_l-410-mm	/kardanyi_valy/catalog/kamaz/								рулевого управления		/kardanyi_valy/img/kamkardan/	5320-34220101.jpg																							80														0.245	0.245	0.41	3.6
175	Вал карданный КамАЗ, заднего моста L=709	709	53205-2201011-10			19 900	восстановленный	25 920	К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-53205-2201011-10_l-709-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-65117, 65115, 54115, 43118, 43114, 6540, 53229		заднего моста		/kardanyi_valy/img/kamkardan/	53205-2201011-10.jpg					меж/осевой ЕВРО		евро с торц.шлицами, маленький, T150,		Ø13х4	130			82 х 4	50 х 135				10000		40˚		2070 мм	155	100 мм	2000 об/мин	не более 162 мм											0.2	0.2	0.71	32.3
177	Вал карданный КамАЗ, заднего моста L=828	828	53205-2201011-50					24 970	К-Сервис, Н.Челны					КАМАЗ	kardan-kamaz-53205-2201011-50_l-828-mm	/kardanyi_valy/catalog/kamaz/								заднего моста		/kardanyi_valy/img/kamkardan/	6361yax-2201010_820_.jpg							евро с торц.шлицами, маленький, T150,		Ø13х4	130			82 х 4	50 х 135				10000		40˚		2070 мм	155	100 мм	2000 об/мин	не более 162 мм											0.245	0.245	0.83	33.3
179	Вал карданный КамАЗ, среднего моста L=955	955	53205-2205011-10					28 050	К-Сервис, Н.Челны	35 200	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53205-2205011-10_l-955-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53205, 53229	53205, 53229(КПП-152)	среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	53205-2205011-10_955_1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	0.96	42.7
181	Вал карданный КамАЗ, среднего моста L=1146	1146	53205-2205011-20					28 050	К-Сервис, Н.Челны	35 200	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53205-2205011-20_l-1146-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53205	53205(КПП-142)	среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43_1595_____1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	1.15	44.5
183	Вал карданный КамАЗ, среднего моста L=1483	1483	53212-2205011-03							20 863	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53212-2205011-03_l-1483-mm	/kardanyi_valy/catalog/kamaz/					53212-2205011-02	КАМАЗ-53212 (до 01-01-1993г-)	и его модификаций выпуска до 01.01.1993г	среднего моста	от КПП до ср.моста							53212-2205011-02 снят с производства		квадратный, гладкий, большой																														0.2	0.2	1.49	
185	Вал карданный КамАЗ, среднего моста L=1490	1490	53212-2205011-11					13 750	К-Сервис, Н.Челны	26 588	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53212-2205011-11_l-1490-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53212 (до 01-01-1993г-), 5325		среднего моста	от КПП до ср.моста	/kardanyi_valy/img/kamkardan/	53212-2205011-11_1490_1.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	1.49	45.3
187	Вал карданный КамАЗ, среднего моста L=1377	1377	53212-2205011-94					12 650	К-Сервис, Н.Челны	26 388	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53212-2205011-94_l-1377-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53212 с ДВС Cummins		среднего моста		/kardanyi_valy/img/kamkardan/	53213.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	1.38	44.2
189	Вал карданный КамАЗ, среднего моста L=1666	1666	53213-2205011-01					12 650	К-Сервис, Н.Челны	27 225	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53213-2205011-01_l-1666-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-43118 (база 4715 мм, выпуск до 2001 г-), 53213,532137 (тропический), также в составе карданной передачи (задняя часть) автомобилей 53252		среднего моста		/kardanyi_valy/img/kamkardan/	532131.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	1.67	47
191	Вал карданный КамАЗ, среднего моста L=1666	1666	53213-2205011-02					21 450	К-Сервис, Н.Челны	26 613	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53213-2205011-02_l-1666-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	53212-2205011-11_1490_.jpg									Ø10,1x8	185			47.8		4310-2205025			9800	11000	159			159														0.245	0.245	1.67	47.8
193	Вал карданный КамАЗ, среднего моста L=1454	1454	53215-2205011-10					30 250	К-Сервис, Н.Челны	38 450	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53215-2205011-10_l-1454-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53215 (после 2001г-), -63501, -65117, -6560, привод переднего моста КамАЗ-65222, КамАЗ-5325, -6540, 43118, 5325	Пер.мост 65222 / Сред..мост 53215	среднего моста		/kardanyi_valy/img/kamkardan/	maz2.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	1.46	47.5
195	Вал карданный КамАЗ, среднего моста L=1645	1645	53216-2205011					30 250	К-Сервис, Н.Челны	38 838	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53216-2205011_l-1645-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53216	53216(КПП-142)	среднего моста		/kardanyi_valy/img/kamkardan/	65115-2205011-43_1595_____1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	1.65	49.3
197	Вал карданный КамАЗ, среднего моста L=1022	1022	53228-2205011-20					28 050	К-Сервис, Н.Челны	36 175	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53228-2205011-20_l-1022-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53228, 43118, 43501	53228(КПП 152),43118(КПП142), 43501(КПП142, разд-43114,65111)	среднего моста		/kardanyi_valy/img/kamkardan/	53228_1022_____1.jpg							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.2	0.2	01.03	43.3
199	Карданная передача КамАЗ, L=2247	2247	53229-2201006-30					62 150	К-Сервис, Н.Челны	64 888	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53229-2201006-30_l-2247-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53229-1095-15, 53229 сортиментовоз , 43253-1015-02, 65117, 53215, 53205-	53229 (КПП-152) выпуска после 2001 г-			/kardanyi_valy/img/kamkardan/	5337-2201006-02_2408_.jpg					Состоит из 53229-2202011-30 и 53229-2205011-30, Промопора 53205-2205025 L1=1355;				Ø15x4	150			65		53205-2205025			12500	18000	85			85														0.245	0.245	2.25	65
201	Вал карданный КамАЗ, Промежуточный, с пром.опорой L=1450	1450	53229-2202011-30					30 250	К-Сервис, Н.Челны	47 188	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53229-2202011-30_l-1450-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53229-1095-15, 53229 сортиментовоз , 43253-1015-02, 65117, 53215, 53205-		Промежуточный, с пром.опорой		/kardanyi_valy/img/kamkardan/	43118-1300.jpg					Промежуточный, с пром.опорой 53205-2205025 L1=1310;				Ø15x4	150			30		53205-2205025			12500	18000	0																	0.245	0.245	1.45	30
203	Вал карданный КамАЗ, среднего моста L=1333	1333	53229-2205011-21					28 050	К-Сервис, Н.Челны	36 175	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53229-2205011-21_l-1333-mm	/kardanyi_valy/catalog/kamaz/								среднего моста		/kardanyi_valy/img/kamkardan/	43118-13001.jpg							евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	1.34	46.3
205	Вал карданный КамАЗ, среднего моста L=793	793	53229-2205011-30					28 050	К-Сервис, Н.Челны	34 213	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53229-2205011-30_l-793-mm	/kardanyi_valy/catalog/kamaz/						КАМАЗ-53229-1095-15, 53229 сортиментовоз , 43253-1015-02, 65117, 53215, 53205-		среднего моста		/kardanyi_valy/img/kamkardan/	6361yax2.jpg					крест. 50х155		евро с торц.шлицами, большой, T180		Ø15x4	150			94 х 4	50 х 155	53205-2205025			12500	18000	30˚		2150 мм	120	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	0.8	41.1
207	Вал карданный КамАЗ, L=1401	1401	53229-2206011-21					24 750	К-Сервис, Н.Челны	32 550	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53229-2206011-21_l-1401-mm	/kardanyi_valy/catalog/kamaz/										/kardanyi_valy/img/kamkardan/	noimage.gif							евро с торц.шлицами, большой, T180		Ø15х4	150			94 х 4	50 х 155				12500		30˚		2150 мм	165	88,5 мм	2000 об/мин	не более 190 мм											0.245	0.245	1.41	47
209	Вал карданный КамАЗ, заднего моста L=1057	1057	53254-2201011-01					28 050	К-Сервис, Н.Челны	24 700	Иннова, Н-Челны, срок 3-7 дней			КАМАЗ	kardan-kamaz-53254-2201011-01_l-1057-mm	/kardanyi_valy/catalog/kamaz/						Вал среднего моста 53254 (бортовой)		заднего моста		/kardanyi_valy/img/kamkardan/	4310-2205011-03_727_.jpg							круглые, гладкие 8отв.		Ø10,1x8	185	203.5	Ø198х3	94 х 4	52 х 133				12500		28˚		2150 мм	160	90 мм	2000 об/мин	не более 161 мм											0.25	0.25	01.06	41.1
